,BAA1_1_2,BAA2_1_2,Transacting BAAs_1_2,Exchange_1_2,BAA2_2_1,BAA1_2_1,Transacting BAAs_2_1,Exchange_2_1,Exchange_1_2_abs,Exchange_2_1_abs,Status_Check,Delta,Percent_Diff_Avg,Exchange_mean,Final_Exchange,Export_BAA,Import_BAA
34,AEC,MISO,AEC-MISO,525715.0,AEC,MISO,MISO-AEC,-525480.0,525715.0,525480.0,keep,235.0,0.00044711021598187184,525597.5,525597.5,AEC,MISO
52,AEC,SOCO,AEC-SOCO,582387.0,AEC,SOCO,SOCO-AEC,-555460.0,582387.0,555460.0,keep,26927.0,0.047356258390403416,568923.5,568923.5,AEC,SOCO
102,AECI,MISO,AECI-MISO,2769083.0,AECI,MISO,MISO-AECI,-2758147.0,2769083.0,2758147.0,keep,10936.0,0.003957151344042564,2763615.0,2763615.0,AECI,MISO
121,AECI,SPA,AECI-SPA,-1478802.0,AECI,SPA,SPA-AECI,1478802.0,1478802.0,1478802.0,keep,0.0,0.0,1478802.0,1478802.0,SPA,AECI
123,AECI,SWPP,AECI-SWPP,-1396477.0,AECI,SWPP,SWPP-AECI,1384046.0,1396477.0,1384046.0,keep,12431.0,0.00894166203262009,1390261.5,1390261.5,SWPP,AECI
129,AECI,TVA,AECI-TVA,1617800.0,AECI,TVA,TVA-AECI,-1615023.0,1617800.0,1615023.0,keep,2777.0,0.001718004387561256,1616411.5,1616411.5,AECI,TVA
141,AVA,BPAT,AVA-BPAT,-5609709.0,AVA,BPAT,BPAT-AVA,3844460.0,5609709.0,3844460.0,keep,1765249.0,0.3869222103947907,4727084.5,3844460.0,BPAT,AVA
142,AVA,CHPD,AVA-CHPD,-90702.0,AVA,CHPD,CHPD-AVA,90704.0,90702.0,90704.0,keep,-2.0,2.2049987323913278e-05,90703.0,90703.0,CHPD,AVA
155,AVA,GCPD,AVA-GCPD,26768.0,AVA,GCPD,GCPD-AVA,-26768.0,26768.0,26768.0,keep,0.0,0.0,26768.0,26768.0,AVA,GCPD
165,AVA,IPCO,AVA-IPCO,1108770.0,AVA,IPCO,IPCO-AVA,-1104265.0,1108770.0,1104265.0,keep,4505.0,0.0040713487753319955,1106517.5,1106517.5,AVA,IPCO
173,AVA,NWMT,AVA-NWMT,-556532.0,AVA,NWMT,NWMT-AVA,557598.0,556532.0,557598.0,keep,-1066.0,0.0019136024986108335,557065.0,557065.0,NWMT,AVA
177,AVA,PACW,AVA-PACW,138704.0,AVA,PACW,PACW-AVA,-138704.0,138704.0,138704.0,keep,0.0,0.0,138704.0,138704.0,AVA,PACW
211,AZPS,CISO,AZPS-CISO,8575666.0,AZPS,CISO,CISO-AZPS,-8749774.0,8575666.0,8749774.0,keep,-174108.0,0.020100567092041277,8662720.0,8662720.0,AZPS,CISO
227,AZPS,GRMA,AZPS-GRMA,-6969495.0,AZPS,GRMA,GRMA-AZPS,6976499.0,6969495.0,6976499.0,keep,-7004.0,0.0010044464046959911,6972997.0,6972997.0,GRMA,AZPS
232,AZPS,IID,AZPS-IID,-174349.0,AZPS,IID,IID-AZPS,170472.0,174349.0,170472.0,keep,3877.0,0.022489872596030358,172410.5,172410.5,IID,AZPS
236,AZPS,LDWP,AZPS-LDWP,5597768.0,AZPS,LDWP,LDWP-AZPS,-38322.0,5597768.0,38322.0,keep,5559446.0,73.03253548584154,2818045.0,5597768.0,AZPS,LDWP
244,AZPS,PACE,AZPS-PACE,-2335997.0,AZPS,PACE,PACE-AZPS,2331717.0,2335997.0,2331717.0,keep,4280.0,0.001833875682406394,2333857.0,2333857.0,PACE,AZPS
248,AZPS,PNM,AZPS-PNM,1892643.0,AZPS,PNM,PNM-AZPS,-1894779.0,1892643.0,1894779.0,keep,-2136.0,0.001127944379784307,1893711.0,1893711.0,AZPS,PNM
258,AZPS,SRP,AZPS-SRP,5932813.0,AZPS,SRP,SRP-AZPS,-5942569.0,5932813.0,5942569.0,keep,-9756.0,0.001643064043660214,5937691.0,5937691.0,AZPS,SRP
262,AZPS,TEPC,AZPS-TEPC,2927763.0,AZPS,TEPC,TEPC-AZPS,-2807864.0,2927763.0,2807864.0,keep,119899.0,0.04182678451963212,2867813.5,2867813.5,AZPS,TEPC
266,AZPS,WACM,AZPS-WACM,-2483342.0,AZPS,WACM,WACM-AZPS,2485776.0,2483342.0,2485776.0,keep,-2434.0,0.0009796509497206896,2484559.0,2484559.0,WACM,AZPS
267,AZPS,WALC,AZPS-WALC,6612865.0,AZPS,WALC,WALC-AZPS,-6619102.0,6612865.0,6619102.0,keep,-6237.0,0.0009427171917417154,6615983.5,6615983.5,AZPS,WALC
277,BANC,BPAT,BANC-BPAT,-8648264.0,BANC,BPAT,BPAT-BANC,8648260.0,8648264.0,8648260.0,keep,4.0,4.625206775910051e-07,8648262.0,8648262.0,BPAT,BANC
279,BANC,CISO,BANC-CISO,4138364.0,BANC,CISO,CISO-BANC,-4349239.0,4138364.0,4349239.0,keep,-210875.0,0.04972081014653662,4243801.5,4243801.5,BANC,CISO
331,BANC,TIDC,BANC-TIDC,156413.0,BANC,TIDC,TIDC-BANC,-157879.0,156413.0,157879.0,keep,-1466.0,0.009329107305455497,157146.0,157146.0,BANC,TIDC
342,BPAT,AVA,BPAT-AVA,3844460.0,BPAT,AVA,AVA-BPAT,-5609709.0,3844460.0,5609709.0,keep,-1765249.0,0.3869222103947907,4727084.5,3844460.0,BPAT,AVA
344,BPAT,BANC,BPAT-BANC,8648260.0,BPAT,BANC,BANC-BPAT,-8648264.0,8648260.0,8648264.0,keep,-4.0,4.625206775910051e-07,8648262.0,8648262.0,BPAT,BANC
346,BPAT,CHPD,BPAT-CHPD,-5755640.0,BPAT,CHPD,CHPD-BPAT,5735195.0,5755640.0,5735195.0,keep,20445.0,0.003558499399414383,5745417.5,5745417.5,CHPD,BPAT
347,BPAT,CISO,BPAT-CISO,16844266.0,BPAT,CISO,CISO-BPAT,-16844266.0,16844266.0,16844266.0,keep,0.0,0.0,16844266.0,16844266.0,BPAT,CISO
351,BPAT,DOPD,BPAT-DOPD,-2868335.0,BPAT,DOPD,DOPD-BPAT,2722255.0,2868335.0,2722255.0,keep,146080.0,0.052294947510701684,2795295.0,2795295.0,DOPD,BPAT
359,BPAT,GCPD,BPAT-GCPD,-4898153.0,BPAT,GCPD,GCPD-BPAT,4873389.0,4898153.0,4873389.0,keep,24764.0,0.005068628687660448,4885771.0,4885771.0,GCPD,BPAT
360,BPAT,GRID,BPAT-GRID,-3166234.0,BPAT,GRID,GRID-BPAT,3166260.0,3166234.0,3166260.0,keep,-26.0,8.211614570929893e-06,3166247.0,3166247.0,GRID,BPAT
369,BPAT,IPCO,BPAT-IPCO,70347.0,BPAT,IPCO,IPCO-BPAT,-203762.0,70347.0,203762.0,keep,-133415.0,1.275643099305448,137054.5,70347.0,BPAT,IPCO
372,BPAT,LDWP,BPAT-LDWP,15466244.0,BPAT,LDWP,LDWP-BPAT,-78337.0,15466244.0,78337.0,keep,15387907.0,98.71355311470612,7772290.5,15466244.0,BPAT,LDWP
375,BPAT,NEVP,BPAT-NEVP,798254.0,BPAT,NEVP,NEVP-BPAT,-797690.0,798254.0,797690.0,keep,564.0,0.0007067918052728328,797972.0,797972.0,BPAT,NEVP
377,BPAT,NWMT,BPAT-NWMT,-6744331.0,BPAT,NWMT,NWMT-BPAT,6783464.0,6744331.0,6783464.0,keep,-39133.0,0.005785618051673269,6763897.5,6763897.5,NWMT,BPAT
381,BPAT,PACW,BPAT-PACW,8980775.0,BPAT,PACW,PACW-BPAT,-8980815.0,8980775.0,8980815.0,keep,-40.0,4.4539486760419855e-06,8980795.0,8980795.0,BPAT,PACW
382,BPAT,PGE,BPAT-PGE,9159798.0,BPAT,PGE,PGE-BPAT,-13095059.0,9159798.0,13095059.0,keep,-3935261.0,0.36506903523079826,11127428.5,9159798.0,BPAT,PGE
386,BPAT,PSEI,BPAT-PSEI,15142195.0,BPAT,PSEI,PSEI-BPAT,-15142194.0,15142195.0,15142194.0,keep,1.0,6.604062569026681e-08,15142194.5,15142194.5,BPAT,PSEI
389,BPAT,SCL,BPAT-SCL,2800753.0,BPAT,SCL,SCL-BPAT,-2731630.0,2800753.0,2731630.0,keep,69123.0,0.0249924100434622,2766191.5,2766191.5,BPAT,SCL
400,BPAT,TPWR,BPAT-TPWR,2048182.0,BPAT,TPWR,TPWR-BPAT,-2062607.0,2048182.0,2062607.0,keep,-14425.0,0.007018203865158501,2055394.5,2055394.5,BPAT,TPWR
410,CHPD,AVA,CHPD-AVA,90704.0,CHPD,AVA,AVA-CHPD,-90702.0,90704.0,90702.0,keep,2.0,2.2049987323913278e-05,90703.0,90703.0,CHPD,AVA
413,CHPD,BPAT,CHPD-BPAT,5735195.0,CHPD,BPAT,BPAT-CHPD,-5755640.0,5735195.0,5755640.0,keep,-20445.0,0.003558499399414383,5745417.5,5745417.5,CHPD,BPAT
479,CISO,AZPS,CISO-AZPS,-8749774.0,CISO,AZPS,AZPS-CISO,8575666.0,8749774.0,8575666.0,keep,174108.0,0.020100567092041277,8662720.0,8662720.0,AZPS,CISO
480,CISO,BANC,CISO-BANC,-4349239.0,CISO,BANC,BANC-CISO,4138364.0,4349239.0,4138364.0,keep,210875.0,0.04972081014653662,4243801.5,4243801.5,BANC,CISO
481,CISO,BPAT,CISO-BPAT,-16844266.0,CISO,BPAT,BPAT-CISO,16844266.0,16844266.0,16844266.0,keep,0.0,0.0,16844266.0,16844266.0,BPAT,CISO
504,CISO,IID,CISO-IID,-1891431.0,CISO,IID,IID-CISO,1595143.0,1891431.0,1595143.0,keep,296288.0,0.17119569083802705,1743287.0,1743287.0,IID,CISO
508,CISO,LDWP,CISO-LDWP,-21604705.0,CISO,LDWP,LDWP-CISO,141853.0,21604705.0,141853.0,keep,21462852.0,76.14845514771162,10873279.0,141853.0,LDWP,CISO
511,CISO,NEVP,CISO-NEVP,731798.0,CISO,NEVP,NEVP-CISO,-731637.0,731798.0,731637.0,keep,161.0,0.00022003027390843366,731717.5,731717.5,CISO,NEVP
517,CISO,PACW,CISO-PACW,-431593.0,CISO,PACW,PACW-CISO,431584.0,431593.0,431584.0,keep,9.0,2.0853196971148957e-05,431588.5,431588.5,PACW,CISO
530,CISO,SRP,CISO-SRP,-10960924.0,CISO,SRP,SRP-CISO,10960924.0,10960924.0,10960924.0,keep,0.0,0.0,10960924.0,10960924.0,SRP,CISO
535,CISO,TIDC,CISO-TIDC,898431.0,CISO,TIDC,TIDC-CISO,-896640.0,898431.0,896640.0,keep,1791.0,0.0019954662326865935,897535.5,897535.5,CISO,TIDC
539,CISO,WALC,CISO-WALC,-1712855.0,CISO,WALC,WALC-CISO,1712785.0,1712855.0,1712785.0,keep,70.0,4.0868275726080316e-05,1712820.0,1712820.0,WALC,CISO
556,CPLE,DUK,CPLE-DUK,-798070.0,CPLE,DUK,DUK-CPLE,784176.0,798070.0,784176.0,keep,13894.0,0.017563730846881176,791123.0,791123.0,DUK,CPLE
587,CPLE,PJM,CPLE-PJM,4645843.0,CPLE,PJM,PJM-CPLE,-5409651.0,4645843.0,5409651.0,keep,-763808.0,0.15280017133710566,5027747.0,5027747.0,CPLE,PJM
591,CPLE,SC,CPLE-SC,1271410.0,CPLE,SC,SC-CPLE,-1157285.0,1271410.0,1157285.0,keep,114125.0,0.0941884882777222,1214347.5,1214347.5,CPLE,SC
592,CPLE,SCEG,CPLE-SCEG,-872820.0,CPLE,SCEG,SCEG-CPLE,872493.0,872820.0,872493.0,keep,327.0,0.0003747179004325307,872656.5,872656.5,SCEG,CPLE
611,CPLE,YAD,CPLE-YAD,-14057.0,CPLE,YAD,YAD-CPLE,6501.0,14057.0,6501.0,keep,7556.0,0.8499042567991002,10279.0,6501.0,YAD,CPLE
624,CPLW,DUK,CPLW-DUK,-1665527.0,CPLW,DUK,DUK-CPLW,1665519.0,1665527.0,1665519.0,keep,8.0,4.803296021704817e-06,1665523.0,1665523.0,DUK,CPLW
655,CPLW,PJM,CPLW-PJM,-1186199.0,CPLW,PJM,PJM-CPLW,1184387.0,1186199.0,1184387.0,keep,1812.0,0.0015287368259804257,1185293.0,1185293.0,PJM,CPLW
673,CPLW,TVA,CPLW-TVA,-331432.0,CPLW,TVA,TVA-CPLW,331417.0,331432.0,331417.0,keep,15.0,4.525917669839785e-05,331424.5,331424.5,TVA,CPLW
734,DEAA,SRP,DEAA-SRP,1881234.0,DEAA,SRP,SRP-DEAA,-1881234.0,1881234.0,1881234.0,keep,0.0,0.0,1881234.0,1881234.0,DEAA,SRP
753,DOPD,BPAT,DOPD-BPAT,2722255.0,DOPD,BPAT,BPAT-DOPD,-2868335.0,2722255.0,2868335.0,keep,-146080.0,0.052294947510701684,2795295.0,2795295.0,DOPD,BPAT
824,DUK,CPLE,DUK-CPLE,784176.0,DUK,CPLE,CPLE-DUK,-798070.0,784176.0,798070.0,keep,-13894.0,0.017563730846881176,791123.0,791123.0,DUK,CPLE
825,DUK,CPLW,DUK-CPLW,1665519.0,DUK,CPLW,CPLW-DUK,-1665527.0,1665519.0,1665527.0,keep,-8.0,4.803296021704817e-06,1665523.0,1665523.0,DUK,CPLW
859,DUK,PJM,DUK-PJM,2835188.0,DUK,PJM,PJM-DUK,-2650990.0,2835188.0,2650990.0,keep,184198.0,0.06722562636832885,2743089.0,2743089.0,DUK,PJM
863,DUK,SC,DUK-SC,-2716836.0,DUK,SC,SC-DUK,2690649.0,2716836.0,2690649.0,keep,26187.0,0.009685690909282452,2703742.5,2703742.5,SC,DUK
864,DUK,SCEG,DUK-SCEG,-1139232.0,DUK,SCEG,SCEG-DUK,1143206.0,1139232.0,1143206.0,keep,-3974.0,0.003482251914157075,1141219.0,1141219.0,SCEG,DUK
868,DUK,SOCO,DUK-SOCO,1538424.0,DUK,SOCO,SOCO-DUK,-1476284.0,1538424.0,1476284.0,keep,62140.0,0.0412420787656797,1507354.0,1507354.0,DUK,SOCO
877,DUK,TVA,DUK-TVA,-921325.0,DUK,TVA,TVA-DUK,921395.0,921325.0,921395.0,keep,-70.0,7.597464628483763e-05,921360.0,921360.0,TVA,DUK
883,DUK,YAD,DUK-YAD,-707659.0,DUK,YAD,YAD-DUK,664570.0,707659.0,664570.0,keep,43089.0,0.06286345493906909,686114.5,686114.5,YAD,DUK
917,EEI,LGEE,EEI-LGEE,1421837.0,EEI,LGEE,LGEE-EEI,-1421839.0,1421837.0,1421839.0,keep,-2.0,1.4066300099147e-06,1421838.0,1421838.0,EEI,LGEE
918,EEI,MISO,EEI-MISO,2130762.0,EEI,MISO,MISO-EEI,-2102957.0,2130762.0,2102957.0,keep,27805.0,0.013135590407822528,2116859.5,2116859.5,EEI,MISO
945,EEI,TVA,EEI-TVA,-446490.0,EEI,TVA,TVA-EEI,445063.0,446490.0,445063.0,keep,1427.0,0.003201163937014695,445776.5,445776.5,TVA,EEI
996,EPE,PNM,EPE-PNM,-1846464.0,EPE,PNM,PNM-EPE,1847003.0,1846464.0,1847003.0,keep,-539.0,0.00029186669948794153,1846733.5,1846733.5,PNM,EPE
1007,EPE,SWPP,EPE-SWPP,-85626.0,EPE,SWPP,SWPP-EPE,85620.0,85626.0,85620.0,keep,6.0,7.007462956637456e-05,85623.0,85623.0,SWPP,EPE
1010,EPE,TEPC,EPE-TEPC,-2663289.0,EPE,TEPC,TEPC-EPE,2556811.0,2663289.0,2556811.0,keep,106478.0,0.04081236769610325,2610050.0,2610050.0,TEPC,EPE
1075,ERCO,SWPP,ERCO-SWPP,98336.0,ERCO,SWPP,SWPP-ERCO,-94644.0,98336.0,94644.0,keep,3692.0,0.03827704240693536,96490.0,96490.0,ERCO,SWPP
1105,FMPP,FPC,FMPP-FPC,3855904.0,FMPP,FPC,FPC-FMPP,-3956126.0,3855904.0,3956126.0,keep,-100222.0,0.025662599365313177,3906015.0,3906015.0,FMPP,FPC
1106,FMPP,FPL,FMPP-FPL,-2797034.0,FMPP,FPL,FPL-FMPP,2866856.0,2797034.0,2866856.0,keep,-69822.0,0.024658887227995863,2831945.0,2831945.0,FPL,FMPP
1119,FMPP,JEA,FMPP-JEA,-572125.0,FMPP,JEA,JEA-FMPP,581739.0,572125.0,581739.0,keep,-9614.0,0.016665165864112763,576932.0,576932.0,JEA,FMPP
1145,FMPP,TEC,FMPP-TEC,-1356972.0,FMPP,TEC,TEC-FMPP,1397560.0,1356972.0,1397560.0,keep,-40588.0,0.029476378838123762,1377266.0,1377266.0,TEC,FMPP
1172,FPC,FMPP,FPC-FMPP,-3956126.0,FPC,FMPP,FMPP-FPC,3855904.0,3956126.0,3855904.0,keep,100222.0,0.025662599365313177,3906015.0,3906015.0,FMPP,FPC
1174,FPC,FPL,FPC-FPL,-3988730.0,FPC,FPL,FPL-FPC,3918774.0,3988730.0,3918774.0,keep,69956.0,0.01769495799916515,3953752.0,3953752.0,FPL,FPC
1180,FPC,GVL,FPC-GVL,-28693.0,FPC,GVL,GVL-FPC,30077.0,28693.0,30077.0,keep,-1384.0,0.04712499433704681,29385.0,29385.0,GVL,FPC
1192,FPC,NSB,FPC-NSB,179560.0,FPC,NSB,NSB-FPC,-176949.0,179560.0,176949.0,keep,2611.0,0.014648382264603188,178254.5,178254.5,FPC,NSB
1206,FPC,SEC,FPC-SEC,-4134693.0,FPC,SEC,SEC-FPC,3772395.0,4134693.0,3772395.0,keep,362298.0,0.09183158574199707,3953544.0,3953544.0,SEC,FPC
1208,FPC,SOCO,FPC-SOCO,-1986856.0,FPC,SOCO,SOCO-FPC,1958071.0,1986856.0,1958071.0,keep,28785.0,0.014594202961500324,1972463.5,1972463.5,SOCO,FPC
1212,FPC,TAL,FPC-TAL,-846015.0,FPC,TAL,TAL-FPC,846461.0,846015.0,846461.0,keep,-446.0,0.0005270385293159596,846238.0,846238.0,TAL,FPC
1213,FPC,TEC,FPC-TEC,1177687.0,FPC,TEC,TEC-FPC,-1181247.0,1177687.0,1181247.0,keep,-3560.0,0.003018319383336465,1179467.0,1179467.0,FPC,TEC
1240,FPL,FMPP,FPL-FMPP,2866856.0,FPL,FMPP,FMPP-FPL,-2797034.0,2866856.0,2797034.0,keep,69822.0,0.024658887227995863,2831945.0,2831945.0,FPL,FMPP
1241,FPL,FPC,FPL-FPC,3918774.0,FPL,FPC,FPC-FPL,-3988730.0,3918774.0,3988730.0,keep,-69956.0,0.01769495799916515,3953752.0,3953752.0,FPL,FPC
1248,FPL,GVL,FPL-GVL,483747.0,FPL,GVL,GVL-FPL,-493063.0,483747.0,493063.0,keep,-9316.0,0.019076068913380928,488405.0,488405.0,FPL,GVL
1251,FPL,HST,FPL-HST,531444.0,FPL,HST,HST-FPL,-490556.0,531444.0,490556.0,keep,40888.0,0.08014393606790221,511000.0,511000.0,FPL,HST
1260,FPL,NSB,FPL-NSB,248655.0,FPL,NSB,NSB-FPL,-249109.0,248655.0,249109.0,keep,-454.0,0.0018241591504301602,248882.0,248882.0,FPL,NSB
1274,FPL,SEC,FPL-SEC,-5777680.0,FPL,SEC,SEC-FPL,5828794.0,5777680.0,5828794.0,keep,-51114.0,0.008808013760413513,5803237.0,5803237.0,SEC,FPL
1276,FPL,SOCO,FPL-SOCO,-5185330.0,FPL,SOCO,SOCO-FPL,5095641.0,5185330.0,5095641.0,keep,89689.0,0.01744890171409119,5140485.5,5140485.5,SOCO,FPL
